GEO_ID,NAME,PCT_WHITE,PCT_BLACK,PCT_HISPANIC,TOTAL,B03002_001M,B03002_002E,B03002_002M,WHITE,B03002_003M,BLACK,B03002_004M,B03002_005E,B03002_005M,B03002_006E,B03002_006M,B03002_007E,B03002_007M,B03002_008E,B03002_008M,B03002_009E,B03002_009M,B03002_010E,B03002_010M,B03002_011E,B03002_011M,HISPANIC,B03002_012M,B03002_013E,B03002_013M,B03002_014E,B03002_014M,B03002_015E,B03002_015M,B03002_016E,B03002_016M,B03002_017E,B03002_017M,B03002_018E,B03002_018M,B03002_019E,B03002_019M,B03002_020E,B03002_020M,B03002_021E,B03002_021M
290718008003,"Block Group 3, Census Tract 8008, Franklin County, Missouri",0.939819458,0.060180542,0,1994,623,1994,623,1874,633,120,116,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
290718008004,"Block Group 4, Census Tract 8008, Franklin County, Missouri",0.936170213,0,0.033687943,564,204,545,199,528,188,0,11,0,11,0,11,0,11,0,11,17,27,0,11,17,27,19,34,19,34,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
290718008005,"Block Group 5, Census Tract 8008, Franklin County, Missouri",0.967727273,0.005,0.019545455,2200,482,2157,480,2129,481,11,17,0,11,0,11,0,11,0,11,17,27,0,11,17,27,43,68,0,11,0,11,0,11,0,11,0,11,43,68,0,11,0,11,0,11
290718008006,"Block Group 6, Census Tract 8008, Franklin County, Missouri",0.988077496,0.011922504,0,671,313,671,313,663,313,8,16,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
290718009011,"Block Group 1, Census Tract 8009.01, Franklin County, Missouri",1,0,0,1308,266,1308,266,1308,266,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
290718009012,"Block Group 2, Census Tract 8009.01, Franklin County, Missouri",0.935862069,0.004827586,0,1450,285,1450,285,1357,247,7,13,0,11,0,11,0,11,0,11,86,101,0,11,86,101,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
290718009021,"Block Group 1, Census Tract 8009.02, Franklin County, Missouri",0.953531599,0,0.01394052,2152,466,2122,466,2052,495,0,11,26,45,4,10,0,11,0,11,40,50,0,11,40,50,30,43,30,43,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
290718009022,"Block Group 2, Census Tract 8009.02, Franklin County, Missouri",0.944818304,0.016823688,0.022207268,1486,391,1453,391,1404,398,25,42,0,11,8,20,0,11,0,11,16,26,16,26,0,11,33,47,0,11,0,11,0,11,0,11,0,11,33,47,0,11,0,11,0,11
290718009023,"Block Group 3, Census Tract 8009.02, Franklin County, Missouri",0.92464205,0,0,1327,362,1327,362,1227,359,0,11,47,69,0,11,13,22,0,11,40,63,0,11,40,63,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
290718009024,"Block Group 4, Census Tract 8009.02, Franklin County, Missouri",0.952935468,0.002426007,0.036390102,2061,506,1986,467,1964,465,5,11,0,11,0,11,0,11,17,27,0,11,0,11,0,11,75,86,75,86,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
290718010001,"Block Group 1, Census Tract 8010, Franklin County, Missouri",0.966707768,0,0.029593095,811,263,787,265,784,264,0,11,3,5,0,11,0,11,0,11,0,11,0,11,0,11,24,37,24,37,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
290718010002,"Block Group 2, Census Tract 8010, Franklin County, Missouri",0.965240642,0,0,748,182,748,182,722,181,0,11,0,11,0,11,0,11,0,11,26,29,0,11,26,29,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
290718010003,"Block Group 3, Census Tract 8010, Franklin County, Missouri",0.968688845,0,0,1022,360,1022,360,990,365,0,11,0,11,0,11,0,11,0,11,32,43,0,11,32,43,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
290718010004,"Block Group 4, Census Tract 8010, Franklin County, Missouri",0.964471404,0,0.035528596,1154,285,1113,278,1113,278,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,41,50,14,24,0,11,0,11,0,11,0,11,27,43,0,11,0,11,0,11
290718011011,"Block Group 1, Census Tract 8011.01, Franklin County, Missouri",0.975884244,0,0.020096463,1244,220,1219,217,1214,218,0,11,0,11,2,4,0,11,0,11,3,5,0,11,3,5,25,26,14,17,0,11,0,11,0,11,0,11,11,18,0,11,0,11,0,11
290718011012,"Block Group 2, Census Tract 8011.01, Franklin County, Missouri",1,0,0,700,181,700,181,700,181,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
290718011013,"Block Group 3, Census Tract 8011.01, Franklin County, Missouri",0.768864718,0.005438477,0.222297757,1471,310,1144,299,1131,300,8,16,0,11,0,11,0,11,0,11,5,10,0,11,5,10,327,212,50,64,0,11,0,11,0,11,0,11,122,121,155,139,155,139,0,11
290718011014,"Block Group 4, Census Tract 8011.01, Franklin County, Missouri",0.935377875,0.064622125,0,913,230,913,230,854,216,59,78,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
290718011021,"Block Group 1, Census Tract 8011.02, Franklin County, Missouri",0.969457609,0,0.008425487,3798,286,3766,282,3682,280,0,11,0,11,30,37,0,11,0,11,54,53,0,11,54,53,32,35,0,11,0,11,6,9,0,11,0,11,14,24,12,20,0,11,12,20
290718011022,"Block Group 2, Census Tract 8011.02, Franklin County, Missouri",0.984375,0,0.015625,448,103,441,102,441,102,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,7,11,2,4,0,11,0,11,0,11,0,11,5,10,0,11,0,11,0,11
290739601001,"Block Group 1, Census Tract 9601, Gasconade County, Missouri",0.966233766,0.00952381,0,1155,182,1155,182,1116,187,11,15,0,11,0,11,0,11,0,11,28,30,0,11,28,30,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
290739601002,"Block Group 2, Census Tract 9601, Gasconade County, Missouri",0.972781065,0,0.022485207,845,195,826,196,822,196,0,11,0,11,0,11,0,11,0,11,4,8,4,8,0,11,19,32,0,11,19,32,0,11,0,11,0,11,0,11,0,11,0,11,0,11
290739601003,"Block Group 3, Census Tract 9601, Gasconade County, Missouri",0.949519231,0.015625,0,832,146,832,146,790,144,13,20,0,11,0,11,0,11,24,36,5,8,0,11,5,8,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
290739602001,"Block Group 1, Census Tract 9602, Gasconade County, Missouri",0.919457014,0.018099548,0.027149321,1105,207,1075,190,1016,186,20,26,8,14,14,22,0,11,0,11,17,24,0,11,17,24,30,45,30,45,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
290739602002,"Block Group 2, Census Tract 9602, Gasconade County, Missouri",0.955503513,0,0,854,174,854,174,816,163,0,11,0,11,0,11,0,11,0,11,38,35,0,11,38,35,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
290739603001,"Block Group 1, Census Tract 9603, Gasconade County, Missouri",1,0,0,1383,201,1383,201,1383,201,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
290739603002,"Block Group 2, Census Tract 9603, Gasconade County, Missouri",0.93431221,0.01236476,0,1294,267,1294,267,1209,264,16,22,63,42,0,11,0,11,0,11,6,10,0,11,6,10,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
290739604001,"Block Group 1, Census Tract 9604, Gasconade County, Missouri",0.931693989,0,0.06010929,1098,223,1032,204,1023,204,0,11,0,11,6,11,0,11,0,11,3,6,0,11,3,6,66,81,66,81,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
290739604002,"Block Group 2, Census Tract 9604, Gasconade County, Missouri",0.944900352,0,0.019343494,1706,202,1673,202,1612,198,0,11,0,11,9,14,0,11,0,11,52,45,0,11,52,45,33,45,33,45,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
290739605001,"Block Group 1, Census Tract 9605, Gasconade County, Missouri",0.973144876,0,0.006360424,1415,277,1406,277,1377,267,0,11,0,11,21,28,0,11,0,11,8,16,0,11,8,16,9,17,9,17,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
290739605002,"Block Group 2, Census Tract 9605, Gasconade County, Missouri",0.9695586,0,0,657,168,657,168,637,163,0,11,0,11,0,11,0,11,0,11,20,23,0,11,20,23,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
290739605003,"Block Group 3, Census Tract 9605, Gasconade County, Missouri",0.958362738,0,0.037402964,1417,375,1364,374,1358,374,0,11,0,11,0,11,0,11,0,11,6,8,0,11,6,8,53,74,53,74,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
290739605004,"Block Group 4, Census Tract 9605, Gasconade County, Missouri",1,0,0,950,259,950,259,950,259,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
290759601001,"Block Group 1, Census Tract 9601, Gentry County, Missouri",0.989118607,0,0,919,157,919,157,909,157,0,11,0,11,0,11,0,11,0,11,10,12,0,11,10,12,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
290759601002,"Block Group 2, Census Tract 9601, Gentry County, Missouri",0.973652695,0.001197605,0.013173653,835,165,824,161,813,159,1,2,0,11,10,10,0,11,0,11,0,11,0,11,0,11,11,17,11,17,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
290759601003,"Block Group 3, Census Tract 9601, Gentry County, Missouri",0.915625,0.0140625,0.046875,1280,164,1220,163,1172,160,18,28,0,11,3,4,0,11,0,11,27,30,0,11,27,30,60,36,60,36,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
290759602001,"Block Group 1, Census Tract 9602, Gentry County, Missouri",0.995104039,0,0.004895961,817,177,813,177,813,177,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,4,7,4,7,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
290759602002,"Block Group 2, Census Tract 9602, Gentry County, Missouri",0.993966817,0,0.001508296,663,128,662,128,659,128,0,11,0,11,3,5,0,11,0,11,0,11,0,11,0,11,1,2,1,2,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
290759602003,"Block Group 3, Census Tract 9602, Gentry County, Missouri",0.938020352,0.018501388,0.012025902,1081,142,1068,146,1014,134,20,43,19,29,11,10,4,6,0,11,0,11,0,11,0,11,13,21,0,11,0,11,0,11,0,11,0,11,13,21,0,11,0,11,0,11
290759602004,"Block Group 4, Census Tract 9602, Gentry County, Missouri",0.948090108,0,0.017629775,1021,169,1003,163,968,160,0,11,0,11,9,11,0,11,0,11,26,27,0,11,26,27,18,25,18,25,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
290770001001,"Block Group 1, Census Tract 1, Greene County, Missouri",0.864748201,0.032374101,0.020863309,1390,194,1361,191,1202,185,45,27,11,13,45,42,0,11,0,11,58,34,0,11,58,34,29,25,7,12,3,6,0,11,12,18,7,11,0,11,0,11,0,11,0,11
290770001002,"Block Group 2, Census Tract 1, Greene County, Missouri",0.7,0.041333333,0.009333333,750,257,743,258,525,125,31,51,6,12,134,120,0,11,0,11,47,56,0,11,47,56,7,14,7,14,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
290770002001,"Block Group 1, Census Tract 2, Greene County, Missouri",0.844695812,0.063894833,0.036380312,3271,347,3152,330,2763,318,209,84,28,29,136,100,0,11,0,11,16,27,0,11,16,27,119,67,93,57,0,11,0,11,0,11,0,11,26,39,0,11,0,11,0,11
290770002002,"Block Group 2, Census Tract 2, Greene County, Missouri",0.817317846,0.053326294,0.029567054,1894,287,1838,293,1548,274,101,59,14,22,175,113,0,11,0,11,0,11,0,11,0,11,56,53,38,37,0,11,0,11,0,11,0,11,18,37,0,11,0,11,0,11
290770003001,"Block Group 1, Census Tract 3, Greene County, Missouri",0.888174807,0,0.03470437,778,219,751,212,691,201,0,11,12,19,0,11,0,11,0,11,48,49,0,11,48,49,27,31,18,27,0,11,0,11,0,11,0,11,9,13,0,11,0,11,0,11
290770003002,"Block Group 2, Census Tract 3, Greene County, Missouri",0.96627566,0,0.005865103,682,145,678,141,659,143,0,11,0,11,0,11,0,11,0,11,19,31,0,11,19,31,4,12,4,12,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
290770003003,"Block Group 3, Census Tract 3, Greene County, Missouri",0.944971537,0,0.027514231,1054,212,1025,215,996,206,0,11,0,11,9,15,0,11,0,11,20,30,0,11,20,30,29,35,29,35,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
290770003004,"Block Group 4, Census Tract 3, Greene County, Missouri",0.947843531,0.013039117,0.025075226,997,229,972,225,945,222,13,12,0,11,14,24,0,11,0,11,0,11,0,11,0,11,25,30,25,30,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
290770004001,"Block Group 1, Census Tract 4, Greene County, Missouri",0.620390456,0.032537961,0.020607375,922,416,903,415,572,254,30,54,0,11,11,20,0,11,0,11,290,244,0,11,290,244,19,30,19,30,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
290770004002,"Block Group 2, Census Tract 4, Greene County, Missouri",0.94161575,0.038017651,0.012898846,1473,581,1454,576,1387,565,56,67,11,17,0,11,0,11,0,11,0,11,0,11,0,11,19,29,19,29,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
290770004003,"Block Group 3, Census Tract 4, Greene County, Missouri",0.723245614,0.064473684,0.038596491,2280,490,2192,455,1649,412,147,143,5,11,296,293,0,11,0,11,95,98,0,11,95,98,88,96,0,11,0,11,0,11,0,11,0,11,65,96,23,53,0,11,23,53
290770005011,"Block Group 1, Census Tract 5.01, Greene County, Missouri",0.86054722,0.016769638,0.067078553,1133,203,1057,203,975,207,19,32,28,31,0,11,0,11,0,11,35,44,0,11,35,44,76,56,68,54,0,11,0,11,0,11,0,11,0,11,8,14,0,11,8,14
290770005012,"Block Group 2, Census Tract 5.01, Greene County, Missouri",0.780510018,0.131147541,0.088342441,1098,207,1001,212,857,214,144,110,0,11,0,11,0,11,0,11,0,11,0,11,0,11,97,105,38,38,0,11,0,11,0,11,0,11,59,98,0,11,0,11,0,11
290770005021,"Block Group 1, Census Tract 5.02, Greene County, Missouri",0.762468301,0.055790363,0.092983939,1183,323,1073,290,902,256,66,60,0,11,97,93,0,11,0,11,8,15,0,11,8,15,110,153,110,153,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
290770005022,"Block Group 2, Census Tract 5.02, Greene County, Missouri",0.497890295,0.327004219,0.175105485,948,366,782,282,472,188,310,223,0,11,0,11,0,11,0,11,0,11,0,11,0,11,166,241,152,242,0,11,0,11,0,11,0,11,0,11,14,22,0,11,14,22
290770005023,"Block Group 3, Census Tract 5.02, Greene County, Missouri",0.665829146,0.214824121,0.085427136,796,228,728,247,530,220,171,159,27,41,0,11,0,11,0,11,0,11,0,11,0,11,68,91,68,91,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
290770005024,"Block Group 4, Census Tract 5.02, Greene County, Missouri",0.745435016,0.112781955,0.113856069,931,221,825,203,694,195,105,91,0,11,13,21,0,11,13,23,0,11,0,11,0,11,106,97,61,58,45,51,0,11,0,11,0,11,0,11,0,11,0,11,0,11
290770006001,"Block Group 1, Census Tract 6, Greene County, Missouri",0.566945607,0.094142259,0.338912134,478,240,316,115,271,111,45,53,0,11,0,11,0,11,0,11,0,11,0,11,0,11,162,183,0,11,110,133,0,11,0,11,0,11,44,52,8,13,8,13,0,11
290770006002,"Block Group 2, Census Tract 6, Greene County, Missouri",0.630671506,0.029038113,0.296733212,1102,460,775,351,695,313,32,38,0,11,0,11,0,11,30,48,18,22,0,11,18,22,327,317,327,317,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
290770006003,"Block Group 3, Census Tract 6, Greene County, Missouri",0.928632846,0.048151333,0.012897678,1163,283,1148,283,1080,285,56,54,12,20,0,11,0,11,0,11,0,11,0,11,0,11,15,24,15,24,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
290770007001,"Block Group 1, Census Tract 7, Greene County, Missouri",0.854897219,0.083434099,0,827,220,827,220,707,224,69,77,0,11,32,53,0,11,0,11,19,32,0,11,19,32,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
290770007002,"Block Group 2, Census Tract 7, Greene County, Missouri",0.91533396,0.047036689,0,1063,295,1063,295,973,298,50,67,0,11,0,11,0,11,0,11,40,38,0,11,40,38,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
290770007003,"Block Group 3, Census Tract 7, Greene County, Missouri",0.822396576,0.081669044,0.053138374,2804,528,2655,506,2306,480,229,75,44,49,0,11,0,11,0,11,76,53,0,11,76,53,149,86,124,76,6,11,0,11,0,11,0,11,19,20,0,11,0,11,0,11
290770008001,"Block Group 1, Census Tract 8, Greene County, Missouri",0.786650031,0.044915783,0.096693699,1603,257,1448,254,1261,265,72,69,0,11,59,46,11,31,0,11,45,38,0,11,45,38,155,121,148,121,0,11,0,11,7,11,0,11,0,11,0,11,0,11,0,11
290770008002,"Block Group 2, Census Tract 8, Greene County, Missouri",0.89781453,0.056113408,0.034258712,1693,352,1635,346,1520,335,95,64,4,8,0,11,0,11,0,11,16,18,0,11,16,18,58,41,53,39,0,11,0,11,0,11,0,11,5,10,0,11,0,11,0,11
290770009001,"Block Group 1, Census Tract 9, Greene County, Missouri",0.862959285,0.097318769,0.039721946,1007,311,967,317,869,308,98,91,0,11,0,11,0,11,0,11,0,11,0,11,0,11,40,47,0,11,0,11,13,21,0,11,0,11,27,43,0,11,0,11,0,11
290770009002,"Block Group 2, Census Tract 9, Greene County, Missouri",0.917445483,0.062305296,0.020249221,642,181,629,177,589,153,40,64,0,11,0,11,0,11,0,11,0,11,0,11,0,11,13,21,0,11,0,11,0,11,0,11,0,11,0,11,13,21,13,21,0,11
290770009003,"Block Group 3, Census Tract 9, Greene County, Missouri",0.841777778,0.019555556,0.020444444,1125,289,1102,285,947,251,22,35,0,11,133,158,0,11,0,11,0,11,0,11,0,11,23,34,1,4,0,11,0,11,22,34,0,11,0,11,0,11,0,11,0,11
290770009004,"Block Group 4, Census Tract 9, Greene County, Missouri",0.885569853,0.037683824,0.032628676,2176,408,2105,405,1927,407,82,78,1,3,47,65,0,11,0,11,48,55,0,11,48,55,71,75,63,73,0,11,0,11,0,11,0,11,8,12,0,11,0,11,0,11
290770010001,"Block Group 1, Census Tract 10, Greene County, Missouri",0.97699115,0.007079646,0.009734513,1130,136,1119,142,1104,139,8,14,0,11,0,11,0,11,0,11,7,12,0,11,7,12,11,18,11,18,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
290770010002,"Block Group 2, Census Tract 10, Greene County, Missouri",0.947064485,0.032723773,0.006737247,1039,163,1032,163,984,151,34,53,0,11,0,11,0,11,0,11,14,21,0,11,14,21,7,11,7,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
290770011001,"Block Group 1, Census Tract 11, Greene County, Missouri",0.901333333,0.009777778,0.065777778,1125,251,1051,225,1014,225,11,18,0,11,0,11,0,11,0,11,26,31,0,11,26,31,74,73,62,58,0,11,0,11,0,11,0,11,12,20,0,11,0,11,0,11
290770011002,"Block Group 2, Census Tract 11, Greene County, Missouri",0.950661853,0,0.037304452,831,218,800,217,790,213,0,11,0,11,0,11,0,11,0,11,10,18,0,11,10,18,31,30,31,30,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
290770011003,"Block Group 3, Census Tract 11, Greene County, Missouri",0.910836763,0.044581619,0.003429355,1458,278,1453,277,1328,257,65,89,0,11,14,23,0,11,0,11,46,67,0,11,46,67,5,11,5,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
290770012001,"Block Group 1, Census Tract 12, Greene County, Missouri",0.988993711,0,0.011006289,636,165,629,166,629,166,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,7,13,7,13,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
290770012002,"Block Group 2, Census Tract 12, Greene County, Missouri",0.835051546,0.087900163,0.024416712,1843,292,1798,276,1539,312,162,187,11,16,62,76,0,11,0,11,24,28,0,11,24,28,45,52,45,52,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
290770012003,"Block Group 3, Census Tract 12, Greene County, Missouri",0.797379913,0.029694323,0.084716157,1145,262,1048,237,913,233,34,35,0,11,50,66,0,11,0,11,51,65,0,11,51,65,97,78,13,15,0,11,0,11,0,11,0,11,18,28,66,80,66,80,0,11
290770013011,"Block Group 1, Census Tract 13.01, Greene County, Missouri",0.78812199,0.00882825,0.098715891,1246,161,1123,153,982,127,11,13,0,11,40,46,0,11,0,11,90,102,0,11,90,102,123,87,103,71,0,11,9,17,0,11,0,11,0,11,11,21,0,11,11,21
290770013012,"Block Group 2, Census Tract 13.01, Greene County, Missouri",0.748627881,0.050493963,0.116355653,911,153,805,113,682,104,46,37,9,14,59,66,0,11,0,11,9,14,0,11,9,14,106,119,23,21,0,11,0,11,0,11,0,11,83,124,0,11,0,11,0,11
290770013021,"Block Group 1, Census Tract 13.02, Greene County, Missouri",0.852258852,0.108669109,0.014652015,819,165,807,162,698,163,89,100,6,14,0,11,0,11,0,11,14,23,0,11,14,23,12,20,12,20,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
290770013022,"Block Group 2, Census Tract 13.02, Greene County, Missouri",0.83919598,0.060301508,0.073366834,995,194,922,171,835,179,60,82,0,11,19,31,0,11,0,11,8,12,0,11,8,12,73,62,42,53,0,11,0,11,0,11,0,11,31,46,0,11,0,11,0,11
290770013023,"Block Group 3, Census Tract 13.02, Greene County, Missouri",0.797101449,0.046698873,0.053140097,621,159,588,146,495,128,29,41,0,11,8,13,0,11,0,11,56,46,0,11,56,46,33,53,0,11,0,11,0,11,0,11,0,11,16,22,17,37,17,37,0,11
290770014001,"Block Group 1, Census Tract 14, Greene County, Missouri",0.734125358,0.047521508,0.117984433,2441,456,2153,453,1792,423,116,95,0,11,65,77,0,11,0,11,180,190,0,11,180,190,288,180,246,170,0,11,0,11,0,11,0,11,42,63,0,11,0,11,0,11
290770014002,"Block Group 2, Census Tract 14, Greene County, Missouri",0.795217391,0.093478261,0.077391304,2300,392,2122,373,1829,330,215,217,20,35,0,11,0,11,0,11,58,65,0,11,58,65,178,130,178,130,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
290770015001,"Block Group 1, Census Tract 15, Greene County, Missouri",0.817127072,0.061878453,0,1810,414,1810,414,1479,350,112,127,13,20,0,11,0,11,89,141,117,141,0,11,117,141,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
290770015002,"Block Group 2, Census Tract 15, Greene County, Missouri",0.837759815,0.01039261,0.042147806,1732,363,1659,323,1451,318,18,26,51,61,0,11,0,11,0,11,139,147,0,11,139,147,73,109,73,109,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
290770015003,"Block Group 3, Census Tract 15, Greene County, Missouri",0.961538462,0,0,1326,357,1326,357,1275,365,0,11,0,11,51,77,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
290770017001,"Block Group 1, Census Tract 17, Greene County, Missouri",0.880573248,0,0.017515924,628,210,617,208,553,204,0,11,0,11,0,11,0,11,0,11,64,76,0,11,64,76,11,17,0,11,0,11,0,11,0,11,0,11,11,17,0,11,0,11,0,11
290770017002,"Block Group 2, Census Tract 17, Greene County, Missouri",0.848,0.081,0.0565,2000,341,1887,342,1696,325,162,140,0,11,0,11,0,11,15,24,14,24,0,11,14,24,113,176,113,176,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
290770017003,"Block Group 3, Census Tract 17, Greene County, Missouri",0.805825243,0.018338727,0.131607335,927,255,805,202,747,202,17,19,10,20,0,11,0,11,0,11,31,33,0,11,31,33,122,123,122,123,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
290770018001,"Block Group 1, Census Tract 18, Greene County, Missouri",0.944936087,0.038348083,0,1017,274,1017,274,961,275,39,32,12,20,0,11,0,11,0,11,5,11,0,11,5,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
290770018002,"Block Group 2, Census Tract 18, Greene County, Missouri",0.880808081,0.055218855,0.060606061,1485,323,1395,281,1308,278,82,73,5,11,0,11,0,11,0,11,0,11,0,11,0,11,90,94,90,94,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
290770018003,"Block Group 3, Census Tract 18, Greene County, Missouri",0.934131737,0.019461078,0.01497006,668,150,658,151,624,153,13,20,0,11,0,11,0,11,0,11,21,35,0,11,21,35,10,17,10,17,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
290770019001,"Block Group 1, Census Tract 19, Greene County, Missouri",0.753472222,0.103009259,0.143518519,1728,387,1480,304,1302,320,178,151,0,11,0,11,0,11,0,11,0,11,0,11,0,11,248,255,231,255,17,28,0,11,0,11,0,11,0,11,0,11,0,11,0,11
290770019002,"Block Group 2, Census Tract 19, Greene County, Missouri",0.934322034,0,0.057909605,1416,264,1334,265,1323,261,0,11,0,11,0,11,0,11,11,15,0,11,0,11,0,11,82,76,15,24,0,11,0,11,0,11,0,11,54,73,13,19,0,11,13,19
290770022001,"Block Group 1, Census Tract 22, Greene County, Missouri",0.782129068,0.05570877,0.069498069,1813,362,1687,330,1418,271,101,88,37,43,3,7,0,11,0,11,128,106,0,11,128,106,126,88,96,84,0,11,0,11,0,11,0,11,30,39,0,11,0,11,0,11
290770022002,"Block Group 2, Census Tract 22, Greene County, Missouri",0.869933454,0.002419843,0.000604961,1653,496,1652,496,1438,515,4,6,29,44,21,33,0,11,0,11,160,131,0,11,160,131,1,2,0,11,0,11,0,11,0,11,0,11,0,11,1,2,0,11,1,2
290770022003,"Block Group 3, Census Tract 22, Greene County, Missouri",0.839072848,0.032450331,0.028476821,1510,331,1467,321,1267,290,49,37,0,11,0,11,0,11,0,11,151,192,0,11,151,192,43,40,43,40,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
290770023001,"Block Group 1, Census Tract 23, Greene County, Missouri",0.933384973,0,0,1291,373,1291,373,1205,355,0,11,0,11,0,11,0,11,0,11,86,90,0,11,86,90,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
290770023002,"Block Group 2, Census Tract 23, Greene County, Missouri",0.85775076,0,0.035258359,1645,452,1587,455,1411,388,0,11,0,11,60,67,0,11,0,11,116,202,0,11,116,202,58,56,31,34,0,11,0,11,0,11,0,11,0,11,27,43,27,43,0,11
290770023003,"Block Group 3, Census Tract 23, Greene County, Missouri",0.90729783,0.061143984,0,507,280,507,280,460,276,31,46,0,11,0,11,0,11,0,11,16,31,0,11,16,31,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
290770023004,"Block Group 4, Census Tract 23, Greene County, Missouri",0.612265084,0.027200791,0.080613254,2022,592,1859,505,1238,328,55,83,218,219,0,11,0,11,0,11,348,323,0,11,348,323,163,229,163,229,0,11,0,11,0,11,0,11,0,11,0,11,0,11,0,11
