GEO_ID,GEOID,NAME,MEDIAN GROSS RENT,B25064_001M
1500000US290130704003,290130704003,"Block Group 3, Census Tract 704, Bates County, Missouri",375,226
1500000US290154601001,290154601001,"Block Group 1, Census Tract 4601, Benton County, Missouri",578,746
1500000US290154601002,290154601002,"Block Group 2, Census Tract 4601, Benton County, Missouri",-,**
1500000US290154601003,290154601003,"Block Group 3, Census Tract 4601, Benton County, Missouri",579,31
1500000US290154602001,290154602001,"Block Group 1, Census Tract 4602, Benton County, Missouri",511,134
1500000US290154602002,290154602002,"Block Group 2, Census Tract 4602, Benton County, Missouri",616,41
1500000US290154603001,290154603001,"Block Group 1, Census Tract 4603, Benton County, Missouri",-,**
1500000US290154603002,290154603002,"Block Group 2, Census Tract 4603, Benton County, Missouri",660,114
1500000US290154603003,290154603003,"Block Group 3, Census Tract 4603, Benton County, Missouri",384,30
1500000US290154604001,290154604001,"Block Group 1, Census Tract 4604, Benton County, Missouri",-,**
1500000US290154604002,290154604002,"Block Group 2, Census Tract 4604, Benton County, Missouri",-,**
1500000US290154607001,290154607001,"Block Group 1, Census Tract 4607, Benton County, Missouri",-,**
1500000US290154607002,290154607002,"Block Group 2, Census Tract 4607, Benton County, Missouri",-,**
1500000US290154608001,290154608001,"Block Group 1, Census Tract 4608, Benton County, Missouri",694,604
1500000US290154608002,290154608002,"Block Group 2, Census Tract 4608, Benton County, Missouri",561,44
1500000US290154608003,290154608003,"Block Group 3, Census Tract 4608, Benton County, Missouri",-,**
1500000US290154608004,290154608004,"Block Group 4, Census Tract 4608, Benton County, Missouri",-,**
1500000US290179501001,290179501001,"Block Group 1, Census Tract 9501, Bollinger County, Missouri",-,**
1500000US290179501002,290179501002,"Block Group 2, Census Tract 9501, Bollinger County, Missouri",-,**
1500000US290179501003,290179501003,"Block Group 3, Census Tract 9501, Bollinger County, Missouri",-,**
1500000US290179501004,290179501004,"Block Group 4, Census Tract 9501, Bollinger County, Missouri",651,274
1500000US290179502001,290179502001,"Block Group 1, Census Tract 9502, Bollinger County, Missouri",603,232
1500000US290179502002,290179502002,"Block Group 2, Census Tract 9502, Bollinger County, Missouri",356,47
1500000US290179502003,290179502003,"Block Group 3, Census Tract 9502, Bollinger County, Missouri",605,69
1500000US290179502004,290179502004,"Block Group 4, Census Tract 9502, Bollinger County, Missouri",600,197
1500000US290179503001,290179503001,"Block Group 1, Census Tract 9503, Bollinger County, Missouri",730,400
1500000US290179503002,290179503002,"Block Group 2, Census Tract 9503, Bollinger County, Missouri",588,30
1500000US290179503003,290179503003,"Block Group 3, Census Tract 9503, Bollinger County, Missouri",518,266
1500000US290190002001,290190002001,"Block Group 1, Census Tract 2, Boone County, Missouri",692,69
1500000US290190002002,290190002002,"Block Group 2, Census Tract 2, Boone County, Missouri",682,79
1500000US290190003001,290190003001,"Block Group 1, Census Tract 3, Boone County, Missouri",836,136
1500000US290190003002,290190003002,"Block Group 2, Census Tract 3, Boone County, Missouri",1038,231
1500000US290190003003,290190003003,"Block Group 3, Census Tract 3, Boone County, Missouri",708,152
1500000US290190005001,290190005001,"Block Group 1, Census Tract 5, Boone County, Missouri",479,30
1500000US290190005002,290190005002,"Block Group 2, Census Tract 5, Boone County, Missouri",600,107
1500000US290190006001,290190006001,"Block Group 1, Census Tract 6, Boone County, Missouri",568,35
1500000US290190006002,290190006002,"Block Group 2, Census Tract 6, Boone County, Missouri",-,**
1500000US290190006003,290190006003,"Block Group 3, Census Tract 6, Boone County, Missouri",-,**
1500000US290190006004,290190006004,"Block Group 4, Census Tract 6, Boone County, Missouri",881,70
1500000US290190007001,290190007001,"Block Group 1, Census Tract 7, Boone County, Missouri",753,39
1500000US290190007002,290190007002,"Block Group 2, Census Tract 7, Boone County, Missouri",903,90
1500000US290190007003,290190007003,"Block Group 3, Census Tract 7, Boone County, Missouri",670,105
1500000US290190009001,290190009001,"Block Group 1, Census Tract 9, Boone County, Missouri",668,69
1500000US290190009002,290190009002,"Block Group 2, Census Tract 9, Boone County, Missouri",776,57
1500000US290190010011,290190010011,"Block Group 1, Census Tract 10.01, Boone County, Missouri",738,24
1500000US290190010012,290190010012,"Block Group 2, Census Tract 10.01, Boone County, Missouri",609,29
1500000US290190010013,290190010013,"Block Group 3, Census Tract 10.01, Boone County, Missouri",1070,688
1500000US290190010021,290190010021,"Block Group 1, Census Tract 10.02, Boone County, Missouri",885,139
1500000US290190010022,290190010022,"Block Group 2, Census Tract 10.02, Boone County, Missouri",789,36
1500000US290190010023,290190010023,"Block Group 3, Census Tract 10.02, Boone County, Missouri",1107,436
1500000US290190011011,290190011011,"Block Group 1, Census Tract 11.01, Boone County, Missouri",881,83
1500000US290190011012,290190011012,"Block Group 2, Census Tract 11.01, Boone County, Missouri",918,164
1500000US290190011013,290190011013,"Block Group 3, Census Tract 11.01, Boone County, Missouri",831,34
1500000US290190011031,290190011031,"Block Group 1, Census Tract 11.03, Boone County, Missouri",-,**
1500000US290190011032,290190011032,"Block Group 2, Census Tract 11.03, Boone County, Missouri",746,140
1500000US290190011033,290190011033,"Block Group 3, Census Tract 11.03, Boone County, Missouri",602,70
1500000US290190011034,290190011034,"Block Group 4, Census Tract 11.03, Boone County, Missouri",758,42
1500000US290190011041,290190011041,"Block Group 1, Census Tract 11.04, Boone County, Missouri",1167,364
1500000US290190011042,290190011042,"Block Group 2, Census Tract 11.04, Boone County, Missouri",852,233
1500000US290190011043,290190011043,"Block Group 3, Census Tract 11.04, Boone County, Missouri",945,19
1500000US290190012011,290190012011,"Block Group 1, Census Tract 12.01, Boone County, Missouri",663,169
1500000US290190012012,290190012012,"Block Group 2, Census Tract 12.01, Boone County, Missouri",-,**
1500000US290190012013,290190012013,"Block Group 3, Census Tract 12.01, Boone County, Missouri",1088,352
1500000US290190012014,290190012014,"Block Group 4, Census Tract 12.01, Boone County, Missouri",-,**
1500000US290190012021,290190012021,"Block Group 1, Census Tract 12.02, Boone County, Missouri",843,25
1500000US290190012022,290190012022,"Block Group 2, Census Tract 12.02, Boone County, Missouri",950,316
1500000US290190013001,290190013001,"Block Group 1, Census Tract 13, Boone County, Missouri",581,17
1500000US290190013002,290190013002,"Block Group 2, Census Tract 13, Boone County, Missouri",750,46
1500000US290190014001,290190014001,"Block Group 1, Census Tract 14, Boone County, Missouri",1140,288
1500000US290190014002,290190014002,"Block Group 2, Census Tract 14, Boone County, Missouri",735,168
1500000US290190014003,290190014003,"Block Group 3, Census Tract 14, Boone County, Missouri",847,307
1500000US290190014004,290190014004,"Block Group 4, Census Tract 14, Boone County, Missouri",798,77
1500000US290190015021,290190015021,"Block Group 1, Census Tract 15.02, Boone County, Missouri",632,99
1500000US290190015022,290190015022,"Block Group 2, Census Tract 15.02, Boone County, Missouri",833,76
1500000US290190015023,290190015023,"Block Group 3, Census Tract 15.02, Boone County, Missouri",588,208
1500000US290190015024,290190015024,"Block Group 4, Census Tract 15.02, Boone County, Missouri",772,216
1500000US290190015031,290190015031,"Block Group 1, Census Tract 15.03, Boone County, Missouri",1000,342
1500000US290190015032,290190015032,"Block Group 2, Census Tract 15.03, Boone County, Missouri",1032,519
1500000US290190015033,290190015033,"Block Group 3, Census Tract 15.03, Boone County, Missouri",795,156
1500000US290190015041,290190015041,"Block Group 1, Census Tract 15.04, Boone County, Missouri",703,117
1500000US290190015042,290190015042,"Block Group 2, Census Tract 15.04, Boone County, Missouri",845,58
1500000US290190015043,290190015043,"Block Group 3, Census Tract 15.04, Boone County, Missouri",865,23
1500000US290190015044,290190015044,"Block Group 4, Census Tract 15.04, Boone County, Missouri",754,188
1500000US290190016011,290190016011,"Block Group 1, Census Tract 16.01, Boone County, Missouri",1032,334
1500000US290190016012,290190016012,"Block Group 2, Census Tract 16.01, Boone County, Missouri",629,24
1500000US290190016013,290190016013,"Block Group 3, Census Tract 16.01, Boone County, Missouri",884,61
1500000US290190016021,290190016021,"Block Group 1, Census Tract 16.02, Boone County, Missouri",760,349
1500000US290190016022,290190016022,"Block Group 2, Census Tract 16.02, Boone County, Missouri",1033,242
1500000US290190017011,290190017011,"Block Group 1, Census Tract 17.01, Boone County, Missouri",944,20
1500000US290190017012,290190017012,"Block Group 2, Census Tract 17.01, Boone County, Missouri",710,116
1500000US290190017013,290190017013,"Block Group 3, Census Tract 17.01, Boone County, Missouri",819,154
1500000US290190017021,290190017021,"Block Group 1, Census Tract 17.02, Boone County, Missouri",939,136
1500000US290190017022,290190017022,"Block Group 2, Census Tract 17.02, Boone County, Missouri",793,71
1500000US290190018031,290190018031,"Block Group 1, Census Tract 18.03, Boone County, Missouri",594,275
1500000US290190018032,290190018032,"Block Group 2, Census Tract 18.03, Boone County, Missouri",844,348
1500000US290190018033,290190018033,"Block Group 3, Census Tract 18.03, Boone County, Missouri",1046,133
1500000US290190018051,290190018051,"Block Group 1, Census Tract 18.05, Boone County, Missouri",1006,178
1500000US290190018052,290190018052,"Block Group 2, Census Tract 18.05, Boone County, Missouri",736,81
1500000US290190018053,290190018053,"Block Group 3, Census Tract 18.05, Boone County, Missouri",-,**
1500000US290190019011,290190019011,"Block Group 1, Census Tract 19.01, Boone County, Missouri",688,157
1500000US290190019012,290190019012,"Block Group 2, Census Tract 19.01, Boone County, Missouri",590,71
1500000US290190019021,290190019021,"Block Group 1, Census Tract 19.02, Boone County, Missouri",316,78
1500000US290190019022,290190019022,"Block Group 2, Census Tract 19.02, Boone County, Missouri",806,160
1500000US290190019023,290190019023,"Block Group 3, Census Tract 19.02, Boone County, Missouri",856,291
1500000US290190019024,290190019024,"Block Group 4, Census Tract 19.02, Boone County, Missouri",843,808
1500000US290190020001,290190020001,"Block Group 1, Census Tract 20, Boone County, Missouri",467,129
1500000US290190020002,290190020002,"Block Group 2, Census Tract 20, Boone County, Missouri",633,61
1500000US290190020003,290190020003,"Block Group 3, Census Tract 20, Boone County, Missouri",-,**
1500000US290190020004,290190020004,"Block Group 4, Census Tract 20, Boone County, Missouri",-,**
1500000US290190021001,290190021001,"Block Group 1, Census Tract 21, Boone County, Missouri",575,102
1500000US290190021002,290190021002,"Block Group 2, Census Tract 21, Boone County, Missouri",343,194
1500000US290190021003,290190021003,"Block Group 3, Census Tract 21, Boone County, Missouri",775,228
1500000US290190022001,290190022001,"Block Group 1, Census Tract 22, Boone County, Missouri",689,25
1500000US290190022002,290190022002,"Block Group 2, Census Tract 22, Boone County, Missouri",-,**
1500000US290190022003,290190022003,"Block Group 3, Census Tract 22, Boone County, Missouri",-,**
1500000US290210001001,290210001001,"Block Group 1, Census Tract 1, Buchanan County, Missouri",742,110
1500000US290210001002,290210001002,"Block Group 2, Census Tract 1, Buchanan County, Missouri",625,52
1500000US290210002001,290210002001,"Block Group 1, Census Tract 2, Buchanan County, Missouri",862,48
1500000US290210002002,290210002002,"Block Group 2, Census Tract 2, Buchanan County, Missouri",465,237
1500000US290210002003,290210002003,"Block Group 3, Census Tract 2, Buchanan County, Missouri",-,**
1500000US290210003001,290210003001,"Block Group 1, Census Tract 3, Buchanan County, Missouri",784,334
1500000US290210003002,290210003002,"Block Group 2, Census Tract 3, Buchanan County, Missouri",558,137
1500000US290210004001,290210004001,"Block Group 1, Census Tract 4, Buchanan County, Missouri",707,218
1500000US290210004002,290210004002,"Block Group 2, Census Tract 4, Buchanan County, Missouri",626,65
1500000US290210005001,290210005001,"Block Group 1, Census Tract 5, Buchanan County, Missouri",541,77
1500000US290210005002,290210005002,"Block Group 2, Census Tract 5, Buchanan County, Missouri",-,**
1500000US290210005003,290210005003,"Block Group 3, Census Tract 5, Buchanan County, Missouri",671,186
1500000US290210006001,290210006001,"Block Group 1, Census Tract 6, Buchanan County, Missouri",709,248
1500000US290210006002,290210006002,"Block Group 2, Census Tract 6, Buchanan County, Missouri",612,125
1500000US290210006003,290210006003,"Block Group 3, Census Tract 6, Buchanan County, Missouri",-,**
1500000US290210007011,290210007011,"Block Group 1, Census Tract 7.01, Buchanan County, Missouri",971,231
1500000US290210007012,290210007012,"Block Group 2, Census Tract 7.01, Buchanan County, Missouri",848,72
1500000US290210007021,290210007021,"Block Group 1, Census Tract 7.02, Buchanan County, Missouri",841,84
1500000US290210007022,290210007022,"Block Group 2, Census Tract 7.02, Buchanan County, Missouri",608,87
1500000US290210007023,290210007023,"Block Group 3, Census Tract 7.02, Buchanan County, Missouri",787,64
1500000US290210009001,290210009001,"Block Group 1, Census Tract 9, Buchanan County, Missouri",850,276
1500000US290210009002,290210009002,"Block Group 2, Census Tract 9, Buchanan County, Missouri",-,**
1500000US290210009003,290210009003,"Block Group 3, Census Tract 9, Buchanan County, Missouri",-,**
1500000US290210009004,290210009004,"Block Group 4, Census Tract 9, Buchanan County, Missouri",577,109
1500000US290210009005,290210009005,"Block Group 5, Census Tract 9, Buchanan County, Missouri",597,82
1500000US290210010001,290210010001,"Block Group 1, Census Tract 10, Buchanan County, Missouri",559,75
1500000US290210010002,290210010002,"Block Group 2, Census Tract 10, Buchanan County, Missouri",574,59
1500000US290210010003,290210010003,"Block Group 3, Census Tract 10, Buchanan County, Missouri",596,150
1500000US290210011001,290210011001,"Block Group 1, Census Tract 11, Buchanan County, Missouri",683,96
1500000US290210011002,290210011002,"Block Group 2, Census Tract 11, Buchanan County, Missouri",614,345
1500000US290210011003,290210011003,"Block Group 3, Census Tract 11, Buchanan County, Missouri",605,115
1500000US290210012001,290210012001,"Block Group 1, Census Tract 12, Buchanan County, Missouri",763,78
1500000US290210012002,290210012002,"Block Group 2, Census Tract 12, Buchanan County, Missouri",498,88
1500000US290210015001,290210015001,"Block Group 1, Census Tract 15, Buchanan County, Missouri",765,132
1500000US290210015002,290210015002,"Block Group 2, Census Tract 15, Buchanan County, Missouri",-,**
1500000US290210015003,290210015003,"Block Group 3, Census Tract 15, Buchanan County, Missouri",1176,231
1500000US290210015004,290210015004,"Block Group 4, Census Tract 15, Buchanan County, Missouri",595,440
1500000US290210015005,290210015005,"Block Group 5, Census Tract 15, Buchanan County, Missouri",917,56
1500000US290210016001,290210016001,"Block Group 1, Census Tract 16, Buchanan County, Missouri",757,92
1500000US290210016002,290210016002,"Block Group 2, Census Tract 16, Buchanan County, Missouri",783,345
1500000US290210016003,290210016003,"Block Group 3, Census Tract 16, Buchanan County, Missouri",684,193
1500000US290210017001,290210017001,"Block Group 1, Census Tract 17, Buchanan County, Missouri",601,117
1500000US290210017002,290210017002,"Block Group 2, Census Tract 17, Buchanan County, Missouri",906,280
1500000US290210018001,290210018001,"Block Group 1, Census Tract 18, Buchanan County, Missouri",537,84
1500000US290210018002,290210018002,"Block Group 2, Census Tract 18, Buchanan County, Missouri",690,401
1500000US290210018003,290210018003,"Block Group 3, Census Tract 18, Buchanan County, Missouri",775,427
1500000US290210021001,290210021001,"Block Group 1, Census Tract 21, Buchanan County, Missouri",-,**
1500000US290210021002,290210021002,"Block Group 2, Census Tract 21, Buchanan County, Missouri",799,115
1500000US290210021003,290210021003,"Block Group 3, Census Tract 21, Buchanan County, Missouri",593,190
1500000US290210022001,290210022001,"Block Group 1, Census Tract 22, Buchanan County, Missouri",682,130
1500000US290210023001,290210023001,"Block Group 1, Census Tract 23, Buchanan County, Missouri",687,59
1500000US290210023002,290210023002,"Block Group 2, Census Tract 23, Buchanan County, Missouri",-,**
1500000US290210023003,290210023003,"Block Group 3, Census Tract 23, Buchanan County, Missouri",595,504
1500000US290210024001,290210024001,"Block Group 1, Census Tract 24, Buchanan County, Missouri",668,122
1500000US290210024002,290210024002,"Block Group 2, Census Tract 24, Buchanan County, Missouri",744,180
1500000US290210025001,290210025001,"Block Group 1, Census Tract 25, Buchanan County, Missouri",551,201
1500000US290210025002,290210025002,"Block Group 2, Census Tract 25, Buchanan County, Missouri",671,152
1500000US290210025003,290210025003,"Block Group 3, Census Tract 25, Buchanan County, Missouri",710,236
1500000US290210027001,290210027001,"Block Group 1, Census Tract 27, Buchanan County, Missouri",672,405
1500000US290210027002,290210027002,"Block Group 2, Census Tract 27, Buchanan County, Missouri",677,55
1500000US290210028001,290210028001,"Block Group 1, Census Tract 28, Buchanan County, Missouri",-,**
1500000US290210028002,290210028002,"Block Group 2, Census Tract 28, Buchanan County, Missouri",-,**
1500000US290210028003,290210028003,"Block Group 3, Census Tract 28, Buchanan County, Missouri",593,76
1500000US290210028004,290210028004,"Block Group 4, Census Tract 28, Buchanan County, Missouri",-,**
1500000US290210028005,290210028005,"Block Group 5, Census Tract 28, Buchanan County, Missouri",852,195
1500000US290210029001,290210029001,"Block Group 1, Census Tract 29, Buchanan County, Missouri",829,561
