GEO_ID,GEOID,NAME,MEDIAN GROSS RENT,B25064_001M
1500000US290470211023,290470211023,"Block Group 3, Census Tract 211.02, Clay County, Missouri",-,**
1500000US290470211024,290470211024,"Block Group 4, Census Tract 211.02, Clay County, Missouri",-,**
1500000US290470211025,290470211025,"Block Group 5, Census Tract 211.02, Clay County, Missouri",-,**
1500000US290470211026,290470211026,"Block Group 6, Census Tract 211.02, Clay County, Missouri",1060,449
1500000US290470211031,290470211031,"Block Group 1, Census Tract 211.03, Clay County, Missouri",797,657
1500000US290470211032,290470211032,"Block Group 2, Census Tract 211.03, Clay County, Missouri",820,206
1500000US290470211033,290470211033,"Block Group 3, Census Tract 211.03, Clay County, Missouri",-,**
1500000US290470211034,290470211034,"Block Group 4, Census Tract 211.03, Clay County, Missouri",1350,192
1500000US290470212041,290470212041,"Block Group 1, Census Tract 212.04, Clay County, Missouri",1340,132
1500000US290470212042,290470212042,"Block Group 2, Census Tract 212.04, Clay County, Missouri",1069,134
1500000US290470212043,290470212043,"Block Group 3, Census Tract 212.04, Clay County, Missouri",899,56
1500000US290470212051,290470212051,"Block Group 1, Census Tract 212.05, Clay County, Missouri",927,177
1500000US290470212052,290470212052,"Block Group 2, Census Tract 212.05, Clay County, Missouri",868,32
1500000US290470212053,290470212053,"Block Group 3, Census Tract 212.05, Clay County, Missouri",1194,99
1500000US290470212061,290470212061,"Block Group 1, Census Tract 212.06, Clay County, Missouri",-,**
1500000US290470212062,290470212062,"Block Group 2, Census Tract 212.06, Clay County, Missouri",-,**
1500000US290470212063,290470212063,"Block Group 3, Census Tract 212.06, Clay County, Missouri",1134,34
1500000US290470212064,290470212064,"Block Group 4, Census Tract 212.06, Clay County, Missouri",-,**
1500000US290470212065,290470212065,"Block Group 5, Census Tract 212.06, Clay County, Missouri",-,**
1500000US290470212071,290470212071,"Block Group 1, Census Tract 212.07, Clay County, Missouri",1093,52
1500000US290470212072,290470212072,"Block Group 2, Census Tract 212.07, Clay County, Missouri",1380,143
1500000US290470212081,290470212081,"Block Group 1, Census Tract 212.08, Clay County, Missouri",920,87
1500000US290470212082,290470212082,"Block Group 2, Census Tract 212.08, Clay County, Missouri",944,66
1500000US290470212083,290470212083,"Block Group 3, Census Tract 212.08, Clay County, Missouri",1140,209
1500000US290470212084,290470212084,"Block Group 4, Census Tract 212.08, Clay County, Missouri",1551,365
1500000US290470213031,290470213031,"Block Group 1, Census Tract 213.03, Clay County, Missouri",1214,265
1500000US290470213032,290470213032,"Block Group 2, Census Tract 213.03, Clay County, Missouri",-,**
1500000US290470213051,290470213051,"Block Group 1, Census Tract 213.05, Clay County, Missouri",1211,722
1500000US290470213052,290470213052,"Block Group 2, Census Tract 213.05, Clay County, Missouri",-,**
1500000US290470213053,290470213053,"Block Group 3, Census Tract 213.05, Clay County, Missouri",1458,540
1500000US290470213054,290470213054,"Block Group 4, Census Tract 213.05, Clay County, Missouri",-,**
1500000US290470213061,290470213061,"Block Group 1, Census Tract 213.06, Clay County, Missouri",1241,150
1500000US290470213062,290470213062,"Block Group 2, Census Tract 213.06, Clay County, Missouri",917,59
1500000US290470213063,290470213063,"Block Group 3, Census Tract 213.06, Clay County, Missouri",-,**
1500000US290470213071,290470213071,"Block Group 1, Census Tract 213.07, Clay County, Missouri",1688,187
1500000US290470213072,290470213072,"Block Group 2, Census Tract 213.07, Clay County, Missouri",-,**
1500000US290470213073,290470213073,"Block Group 3, Census Tract 213.07, Clay County, Missouri",1048,76
1500000US290470213091,290470213091,"Block Group 1, Census Tract 213.09, Clay County, Missouri",1516,176
1500000US290470213101,290470213101,"Block Group 1, Census Tract 213.10, Clay County, Missouri",1308,694
1500000US290470213102,290470213102,"Block Group 2, Census Tract 213.10, Clay County, Missouri",1386,76
1500000US290470214011,290470214011,"Block Group 1, Census Tract 214.01, Clay County, Missouri",917,292
1500000US290470214012,290470214012,"Block Group 2, Census Tract 214.01, Clay County, Missouri",1631,374
1500000US290470214031,290470214031,"Block Group 1, Census Tract 214.03, Clay County, Missouri",866,84
1500000US290470214032,290470214032,"Block Group 2, Census Tract 214.03, Clay County, Missouri",815,67
1500000US290470214041,290470214041,"Block Group 1, Census Tract 214.04, Clay County, Missouri",800,491
1500000US290470214042,290470214042,"Block Group 2, Census Tract 214.04, Clay County, Missouri",717,186
1500000US290470216001,290470216001,"Block Group 1, Census Tract 216, Clay County, Missouri",915,99
1500000US290470216002,290470216002,"Block Group 2, Census Tract 216, Clay County, Missouri",-,**
1500000US290470216003,290470216003,"Block Group 3, Census Tract 216, Clay County, Missouri",1221,134
1500000US290470216004,290470216004,"Block Group 4, Census Tract 216, Clay County, Missouri",918,136
1500000US290470216005,290470216005,"Block Group 5, Census Tract 216, Clay County, Missouri",-,**
1500000US290470217011,290470217011,"Block Group 1, Census Tract 217.01, Clay County, Missouri",689,232
1500000US290470217012,290470217012,"Block Group 2, Census Tract 217.01, Clay County, Missouri",633,131
1500000US290470217013,290470217013,"Block Group 3, Census Tract 217.01, Clay County, Missouri",807,222
1500000US290470217021,290470217021,"Block Group 1, Census Tract 217.02, Clay County, Missouri",562,133
1500000US290470217022,290470217022,"Block Group 2, Census Tract 217.02, Clay County, Missouri",913,888
1500000US290470217023,290470217023,"Block Group 3, Census Tract 217.02, Clay County, Missouri",-,**
1500000US290470217024,290470217024,"Block Group 4, Census Tract 217.02, Clay County, Missouri",688,250
1500000US290470217025,290470217025,"Block Group 5, Census Tract 217.02, Clay County, Missouri",1358,116
1500000US290470217026,290470217026,"Block Group 6, Census Tract 217.02, Clay County, Missouri",1250,409
1500000US290470218031,290470218031,"Block Group 1, Census Tract 218.03, Clay County, Missouri",-,**
1500000US290470218032,290470218032,"Block Group 2, Census Tract 218.03, Clay County, Missouri",-,**
1500000US290470218033,290470218033,"Block Group 3, Census Tract 218.03, Clay County, Missouri",1629,199
1500000US290470218041,290470218041,"Block Group 1, Census Tract 218.04, Clay County, Missouri",-,**
1500000US290470218042,290470218042,"Block Group 2, Census Tract 218.04, Clay County, Missouri",1130,130
1500000US290470218043,290470218043,"Block Group 3, Census Tract 218.04, Clay County, Missouri",-,**
1500000US290470218044,290470218044,"Block Group 4, Census Tract 218.04, Clay County, Missouri",-,**
1500000US290470218051,290470218051,"Block Group 1, Census Tract 218.05, Clay County, Missouri",-,**
1500000US290470218052,290470218052,"Block Group 2, Census Tract 218.05, Clay County, Missouri",-,**
1500000US290470218053,290470218053,"Block Group 3, Census Tract 218.05, Clay County, Missouri",1246,119
1500000US290470218054,290470218054,"Block Group 4, Census Tract 218.05, Clay County, Missouri",-,**
1500000US290470218061,290470218061,"Block Group 1, Census Tract 218.06, Clay County, Missouri",-,**
1500000US290470218062,290470218062,"Block Group 2, Census Tract 218.06, Clay County, Missouri",884,332
1500000US290470218063,290470218063,"Block Group 3, Census Tract 218.06, Clay County, Missouri",632,120
1500000US290470219001,290470219001,"Block Group 1, Census Tract 219, Clay County, Missouri",-,**
1500000US290470219002,290470219002,"Block Group 2, Census Tract 219, Clay County, Missouri",-,**
1500000US290470220001,290470220001,"Block Group 1, Census Tract 220, Clay County, Missouri",333,274
1500000US290470220002,290470220002,"Block Group 2, Census Tract 220, Clay County, Missouri",952,144
1500000US290470221001,290470221001,"Block Group 1, Census Tract 221, Clay County, Missouri",801,145
1500000US290470221002,290470221002,"Block Group 2, Census Tract 221, Clay County, Missouri",1153,333
1500000US290470221003,290470221003,"Block Group 3, Census Tract 221, Clay County, Missouri",935,131
1500000US290470221004,290470221004,"Block Group 4, Census Tract 221, Clay County, Missouri",796,155
1500000US290470221005,290470221005,"Block Group 5, Census Tract 221, Clay County, Missouri",872,101
1500000US290470222001,290470222001,"Block Group 1, Census Tract 222, Clay County, Missouri",1445,206
1500000US290470222002,290470222002,"Block Group 2, Census Tract 222, Clay County, Missouri",867,279
1500000US290470222003,290470222003,"Block Group 3, Census Tract 222, Clay County, Missouri",1297,91
1500000US290470223011,290470223011,"Block Group 1, Census Tract 223.01, Clay County, Missouri",903,257
1500000US290470223012,290470223012,"Block Group 2, Census Tract 223.01, Clay County, Missouri",1408,372
1500000US290470223013,290470223013,"Block Group 3, Census Tract 223.01, Clay County, Missouri",-,**
1500000US290470223021,290470223021,"Block Group 1, Census Tract 223.02, Clay County, Missouri",770,95
1500000US290470223022,290470223022,"Block Group 2, Census Tract 223.02, Clay County, Missouri",-,**
1500000US290470223023,290470223023,"Block Group 3, Census Tract 223.02, Clay County, Missouri",771,113
1500000US290499601001,290499601001,"Block Group 1, Census Tract 9601, Clinton County, Missouri",-,**
1500000US290499601002,290499601002,"Block Group 2, Census Tract 9601, Clinton County, Missouri",932,67
1500000US290499601003,290499601003,"Block Group 3, Census Tract 9601, Clinton County, Missouri",934,164
1500000US290499601004,290499601004,"Block Group 4, Census Tract 9601, Clinton County, Missouri",997,107
1500000US290499601005,290499601005,"Block Group 5, Census Tract 9601, Clinton County, Missouri",702,114
1500000US290499602001,290499602001,"Block Group 1, Census Tract 9602, Clinton County, Missouri",719,65
1500000US290499602002,290499602002,"Block Group 2, Census Tract 9602, Clinton County, Missouri",1337,136
1500000US290499602003,290499602003,"Block Group 3, Census Tract 9602, Clinton County, Missouri",784,59
1500000US290499602004,290499602004,"Block Group 4, Census Tract 9602, Clinton County, Missouri",580,60
1500000US290499602005,290499602005,"Block Group 5, Census Tract 9602, Clinton County, Missouri",430,241
1500000US290499603001,290499603001,"Block Group 1, Census Tract 9603, Clinton County, Missouri",848,319
1500000US290499603002,290499603002,"Block Group 2, Census Tract 9603, Clinton County, Missouri",811,204
1500000US290499603003,290499603003,"Block Group 3, Census Tract 9603, Clinton County, Missouri",814,191
1500000US290499603004,290499603004,"Block Group 4, Census Tract 9603, Clinton County, Missouri",-,**
1500000US290499604001,290499604001,"Block Group 1, Census Tract 9604, Clinton County, Missouri",-,**
1500000US290499604002,290499604002,"Block Group 2, Census Tract 9604, Clinton County, Missouri",811,69
1500000US290499604003,290499604003,"Block Group 3, Census Tract 9604, Clinton County, Missouri",754,62
1500000US290510103001,290510103001,"Block Group 1, Census Tract 103, Cole County, Missouri",957,308
1500000US290510103002,290510103002,"Block Group 2, Census Tract 103, Cole County, Missouri",869,51
1500000US290510103003,290510103003,"Block Group 3, Census Tract 103, Cole County, Missouri",740,200
1500000US290510103004,290510103004,"Block Group 4, Census Tract 103, Cole County, Missouri",814,309
1500000US290510104001,290510104001,"Block Group 1, Census Tract 104, Cole County, Missouri",-,**
1500000US290510104002,290510104002,"Block Group 2, Census Tract 104, Cole County, Missouri",-,**
1500000US290510104003,290510104003,"Block Group 3, Census Tract 104, Cole County, Missouri",738,220
1500000US290510104004,290510104004,"Block Group 4, Census Tract 104, Cole County, Missouri",751,115
1500000US290510104005,290510104005,"Block Group 5, Census Tract 104, Cole County, Missouri",-,**
1500000US290510104006,290510104006,"Block Group 6, Census Tract 104, Cole County, Missouri",-,**
1500000US290510105001,290510105001,"Block Group 1, Census Tract 105, Cole County, Missouri",494,49
1500000US290510105002,290510105002,"Block Group 2, Census Tract 105, Cole County, Missouri",698,164
1500000US290510105003,290510105003,"Block Group 3, Census Tract 105, Cole County, Missouri",949,128
1500000US290510105004,290510105004,"Block Group 4, Census Tract 105, Cole County, Missouri",628,35
1500000US290510106001,290510106001,"Block Group 1, Census Tract 106, Cole County, Missouri",913,268
1500000US290510106002,290510106002,"Block Group 2, Census Tract 106, Cole County, Missouri",396,56
1500000US290510106003,290510106003,"Block Group 3, Census Tract 106, Cole County, Missouri",542,21
1500000US290510106004,290510106004,"Block Group 4, Census Tract 106, Cole County, Missouri",731,87
1500000US290510107011,290510107011,"Block Group 1, Census Tract 107.01, Cole County, Missouri",723,153
1500000US290510107012,290510107012,"Block Group 2, Census Tract 107.01, Cole County, Missouri",676,330
1500000US290510107013,290510107013,"Block Group 3, Census Tract 107.01, Cole County, Missouri",718,108
1500000US290510107021,290510107021,"Block Group 1, Census Tract 107.02, Cole County, Missouri",1066,468
1500000US290510107022,290510107022,"Block Group 2, Census Tract 107.02, Cole County, Missouri",582,65
1500000US290510107023,290510107023,"Block Group 3, Census Tract 107.02, Cole County, Missouri",-,**
1500000US290510107024,290510107024,"Block Group 4, Census Tract 107.02, Cole County, Missouri",818,139
1500000US290510108001,290510108001,"Block Group 1, Census Tract 108, Cole County, Missouri",581,228
1500000US290510108002,290510108002,"Block Group 2, Census Tract 108, Cole County, Missouri",-,**
1500000US290510108003,290510108003,"Block Group 3, Census Tract 108, Cole County, Missouri",846,59
1500000US290510108004,290510108004,"Block Group 4, Census Tract 108, Cole County, Missouri",675,29
1500000US290510109001,290510109001,"Block Group 1, Census Tract 109, Cole County, Missouri",535,14
1500000US290510109002,290510109002,"Block Group 2, Census Tract 109, Cole County, Missouri",640,144
1500000US290510109003,290510109003,"Block Group 3, Census Tract 109, Cole County, Missouri",-,**
1500000US290510109004,290510109004,"Block Group 4, Census Tract 109, Cole County, Missouri",-,**
1500000US290510109005,290510109005,"Block Group 5, Census Tract 109, Cole County, Missouri",780,167
1500000US290510109006,290510109006,"Block Group 6, Census Tract 109, Cole County, Missouri",962,39
1500000US290510109007,290510109007,"Block Group 7, Census Tract 109, Cole County, Missouri",-,**
1500000US290510201981,290510201981,"Block Group 1, Census Tract 201.98, Cole County, Missouri",807,687
1500000US290510201982,290510201982,"Block Group 2, Census Tract 201.98, Cole County, Missouri",483,203
1500000US290510202001,290510202001,"Block Group 1, Census Tract 202, Cole County, Missouri",773,71
1500000US290510202002,290510202002,"Block Group 2, Census Tract 202, Cole County, Missouri",820,598
1500000US290510203001,290510203001,"Block Group 1, Census Tract 203, Cole County, Missouri",-,**
1500000US290510203002,290510203002,"Block Group 2, Census Tract 203, Cole County, Missouri",-,**
1500000US290510203003,290510203003,"Block Group 3, Census Tract 203, Cole County, Missouri",511,198
1500000US290510204001,290510204001,"Block Group 1, Census Tract 204, Cole County, Missouri",818,220
1500000US290510204002,290510204002,"Block Group 2, Census Tract 204, Cole County, Missouri",587,94
1500000US290510204003,290510204003,"Block Group 3, Census Tract 204, Cole County, Missouri",723,307
1500000US290510205001,290510205001,"Block Group 1, Census Tract 205, Cole County, Missouri",596,191
1500000US290510205002,290510205002,"Block Group 2, Census Tract 205, Cole County, Missouri",630,71
1500000US290510206001,290510206001,"Block Group 1, Census Tract 206, Cole County, Missouri",521,81
1500000US290510206002,290510206002,"Block Group 2, Census Tract 206, Cole County, Missouri",1111,46
1500000US290510206003,290510206003,"Block Group 3, Census Tract 206, Cole County, Missouri",750,213
1500000US290510207001,290510207001,"Block Group 1, Census Tract 207, Cole County, Missouri",516,23
1500000US290510207002,290510207002,"Block Group 2, Census Tract 207, Cole County, Missouri",700,605
1500000US290510207003,290510207003,"Block Group 3, Census Tract 207, Cole County, Missouri",499,279
1500000US290539501001,290539501001,"Block Group 1, Census Tract 9501, Cooper County, Missouri",-,**
1500000US290539501002,290539501002,"Block Group 2, Census Tract 9501, Cooper County, Missouri",762,85
1500000US290539502001,290539502001,"Block Group 1, Census Tract 9502, Cooper County, Missouri",616,121
1500000US290539502002,290539502002,"Block Group 2, Census Tract 9502, Cooper County, Missouri",772,71
1500000US290539503001,290539503001,"Block Group 1, Census Tract 9503, Cooper County, Missouri",716,106
1500000US290539503002,290539503002,"Block Group 2, Census Tract 9503, Cooper County, Missouri",1013,478
1500000US290539503003,290539503003,"Block Group 3, Census Tract 9503, Cooper County, Missouri",604,168
1500000US290539504001,290539504001,"Block Group 1, Census Tract 9504, Cooper County, Missouri",681,31
1500000US290539504002,290539504002,"Block Group 2, Census Tract 9504, Cooper County, Missouri",525,103
1500000US290539505001,290539505001,"Block Group 1, Census Tract 9505, Cooper County, Missouri",665,26
1500000US290539505002,290539505002,"Block Group 2, Census Tract 9505, Cooper County, Missouri",538,134
1500000US290539505003,290539505003,"Block Group 3, Census Tract 9505, Cooper County, Missouri",640,56
1500000US290539505004,290539505004,"Block Group 4, Census Tract 9505, Cooper County, Missouri",563,61
1500000US290539505005,290539505005,"Block Group 5, Census Tract 9505, Cooper County, Missouri",576,48
1500000US290554501011,290554501011,"Block Group 1, Census Tract 4501.01, Crawford County, Missouri",-,**
1500000US290554501012,290554501012,"Block Group 2, Census Tract 4501.01, Crawford County, Missouri",975,102
1500000US290554501021,290554501021,"Block Group 1, Census Tract 4501.02, Crawford County, Missouri",581,40
1500000US290554501022,290554501022,"Block Group 2, Census Tract 4501.02, Crawford County, Missouri",775,146
1500000US290554501023,290554501023,"Block Group 3, Census Tract 4501.02, Crawford County, Missouri",786,73
1500000US290554501024,290554501024,"Block Group 4, Census Tract 4501.02, Crawford County, Missouri",692,124
1500000US290554502001,290554502001,"Block Group 1, Census Tract 4502, Crawford County, Missouri",-,**
1500000US290554502002,290554502002,"Block Group 2, Census Tract 4502, Crawford County, Missouri",510,445
1500000US290554502003,290554502003,"Block Group 3, Census Tract 4502, Crawford County, Missouri",-,**
1500000US290554502004,290554502004,"Block Group 4, Census Tract 4502, Crawford County, Missouri",523,55
1500000US290554503011,290554503011,"Block Group 1, Census Tract 4503.01, Crawford County, Missouri",593,512
1500000US290554503012,290554503012,"Block Group 2, Census Tract 4503.01, Crawford County, Missouri",-,**
1500000US290554503021,290554503021,"Block Group 1, Census Tract 4503.02, Crawford County, Missouri",-,**
1500000US290554503022,290554503022,"Block Group 2, Census Tract 4503.02, Crawford County, Missouri",556,210
1500000US290554503023,290554503023,"Block Group 3, Census Tract 4503.02, Crawford County, Missouri",745,102
1500000US290554503024,290554503024,"Block Group 4, Census Tract 4503.02, Crawford County, Missouri",518,60
1500000US290554504001,290554504001,"Block Group 1, Census Tract 4504, Crawford County, Missouri",-,**
1500000US290554504002,290554504002,"Block Group 2, Census Tract 4504, Crawford County, Missouri",-,**
1500000US290554504003,290554504003,"Block Group 3, Census Tract 4504, Crawford County, Missouri",-,**
1500000US290554504004,290554504004,"Block Group 4, Census Tract 4504, Crawford County, Missouri",747,75
1500000US290554504005,290554504005,"Block Group 5, Census Tract 4504, Crawford County, Missouri",560,66
1500000US290574801001,290574801001,"Block Group 1, Census Tract 4801, Dade County, Missouri",608,256
1500000US290574801002,290574801002,"Block Group 2, Census Tract 4801, Dade County, Missouri",650,202
1500000US290574801003,290574801003,"Block Group 3, Census Tract 4801, Dade County, Missouri",468,42
1500000US290574801004,290574801004,"Block Group 4, Census Tract 4801, Dade County, Missouri",-,**
1500000US290574801005,290574801005,"Block Group 5, Census Tract 4801, Dade County, Missouri",581,51
1500000US290574802001,290574802001,"Block Group 1, Census Tract 4802, Dade County, Missouri",677,184
1500000US290574802002,290574802002,"Block Group 2, Census Tract 4802, Dade County, Missouri",963,121
1500000US290574802003,290574802003,"Block Group 3, Census Tract 4802, Dade County, Missouri",696,182
1500000US290574802004,290574802004,"Block Group 4, Census Tract 4802, Dade County, Missouri",686,117
1500000US290594801001,290594801001,"Block Group 1, Census Tract 4801, Dallas County, Missouri",590,270
1500000US290594801002,290594801002,"Block Group 2, Census Tract 4801, Dallas County, Missouri",556,139
1500000US290594801003,290594801003,"Block Group 3, Census Tract 4801, Dallas County, Missouri",1022,700
1500000US290594801004,290594801004,"Block Group 4, Census Tract 4801, Dallas County, Missouri",706,266
1500000US290594802001,290594802001,"Block Group 1, Census Tract 4802, Dallas County, Missouri",-,**
1500000US290594802002,290594802002,"Block Group 2, Census Tract 4802, Dallas County, Missouri",488,324
1500000US290594802003,290594802003,"Block Group 3, Census Tract 4802, Dallas County, Missouri",818,102
1500000US290594802004,290594802004,"Block Group 4, Census Tract 4802, Dallas County, Missouri",535,73
1500000US290594802005,290594802005,"Block Group 5, Census Tract 4802, Dallas County, Missouri",830,114
1500000US290594803001,290594803001,"Block Group 1, Census Tract 4803, Dallas County, Missouri",-,**
1500000US290594803002,290594803002,"Block Group 2, Census Tract 4803, Dallas County, Missouri",620,13
1500000US290594803003,290594803003,"Block Group 3, Census Tract 4803, Dallas County, Missouri",-,**
1500000US290594803004,290594803004,"Block Group 4, Census Tract 4803, Dallas County, Missouri",835,104
1500000US290594803005,290594803005,"Block Group 5, Census Tract 4803, Dallas County, Missouri",-,**
1500000US290594803006,290594803006,"Block Group 6, Census Tract 4803, Dallas County, Missouri",-,**
1500000US290614701001,290614701001,"Block Group 1, Census Tract 4701, Daviess County, Missouri",605,411
1500000US290614701002,290614701002,"Block Group 2, Census Tract 4701, Daviess County, Missouri",-,**
1500000US290614701003,290614701003,"Block Group 3, Census Tract 4701, Daviess County, Missouri",625,77
1500000US290614702001,290614702001,"Block Group 1, Census Tract 4702, Daviess County, Missouri",500,476
1500000US290614702002,290614702002,"Block Group 2, Census Tract 4702, Daviess County, Missouri",804,74
1500000US290614702003,290614702003,"Block Group 3, Census Tract 4702, Daviess County, Missouri",550,115
1500000US290614702004,290614702004,"Block Group 4, Census Tract 4702, Daviess County, Missouri",537,51
1500000US290614702005,290614702005,"Block Group 5, Census Tract 4702, Daviess County, Missouri",475,439
1500000US290630801001,290630801001,"Block Group 1, Census Tract 801, DeKalb County, Missouri",454,144
1500000US290630801002,290630801002,"Block Group 2, Census Tract 801, DeKalb County, Missouri",900,88
1500000US290630801003,290630801003,"Block Group 3, Census Tract 801, DeKalb County, Missouri",723,440
1500000US290630801004,290630801004,"Block Group 4, Census Tract 801, DeKalb County, Missouri",536,266
1500000US290630801005,290630801005,"Block Group 5, Census Tract 801, DeKalb County, Missouri",-,**
1500000US290630802001,290630802001,"Block Group 1, Census Tract 802, DeKalb County, Missouri",590,321
1500000US290630802002,290630802002,"Block Group 2, Census Tract 802, DeKalb County, Missouri",780,275
1500000US290630802003,290630802003,"Block Group 3, Census Tract 802, DeKalb County, Missouri",588,440
1500000US290630802004,290630802004,"Block Group 4, Census Tract 802, DeKalb County, Missouri",547,184
1500000US290630802005,290630802005,"Block Group 5, Census Tract 802, DeKalb County, Missouri",391,41
1500000US290659601001,290659601001,"Block Group 1, Census Tract 9601, Dent County, Missouri",563,311
1500000US290659601002,290659601002,"Block Group 2, Census Tract 9601, Dent County, Missouri",699,180
1500000US290659601003,290659601003,"Block Group 3, Census Tract 9601, Dent County, Missouri",627,95
1500000US290659602001,290659602001,"Block Group 1, Census Tract 9602, Dent County, Missouri",789,70
1500000US290659602002,290659602002,"Block Group 2, Census Tract 9602, Dent County, Missouri",625,235
1500000US290659602003,290659602003,"Block Group 3, Census Tract 9602, Dent County, Missouri",523,206
1500000US290659603001,290659603001,"Block Group 1, Census Tract 9603, Dent County, Missouri",280,106
1500000US290659603002,290659603002,"Block Group 2, Census Tract 9603, Dent County, Missouri",-,**
1500000US290659603003,290659603003,"Block Group 3, Census Tract 9603, Dent County, Missouri",511,33
1500000US290659604001,290659604001,"Block Group 1, Census Tract 9604, Dent County, Missouri",884,155
1500000US290659604002,290659604002,"Block Group 2, Census Tract 9604, Dent County, Missouri",729,237
1500000US290659604003,290659604003,"Block Group 3, Census Tract 9604, Dent County, Missouri",590,104
1500000US290679501001,290679501001,"Block Group 1, Census Tract 9501, Douglas County, Missouri",710,354
1500000US290679501002,290679501002,"Block Group 2, Census Tract 9501, Douglas County, Missouri",509,46
1500000US290679501003,290679501003,"Block Group 3, Census Tract 9501, Douglas County, Missouri",-,**
1500000US290679502001,290679502001,"Block Group 1, Census Tract 9502, Douglas County, Missouri",566,136
1500000US290679502002,290679502002,"Block Group 2, Census Tract 9502, Douglas County, Missouri",481,30
1500000US290679502003,290679502003,"Block Group 3, Census Tract 9502, Douglas County, Missouri",515,513
1500000US290679502004,290679502004,"Block Group 4, Census Tract 9502, Douglas County, Missouri",-,**
1500000US290679505001,290679505001,"Block Group 1, Census Tract 9505, Douglas County, Missouri",-,**
1500000US290679505002,290679505002,"Block Group 2, Census Tract 9505, Douglas County, Missouri",582,42
1500000US290679505003,290679505003,"Block Group 3, Census Tract 9505, Douglas County, Missouri",-,**
1500000US290679505004,290679505004,"Block Group 4, Census Tract 9505, Douglas County, Missouri",-,**
1500000US290693601001,290693601001,"Block Group 1, Census Tract 3601, Dunklin County, Missouri",726,53
1500000US290693601002,290693601002,"Block Group 2, Census Tract 3601, Dunklin County, Missouri",616,182
1500000US290693601003,290693601003,"Block Group 3, Census Tract 3601, Dunklin County, Missouri",711,110
1500000US290693602001,290693602001,"Block Group 1, Census Tract 3602, Dunklin County, Missouri",570,11
1500000US290693602002,290693602002,"Block Group 2, Census Tract 3602, Dunklin County, Missouri",-,**
1500000US290693602003,290693602003,"Block Group 3, Census Tract 3602, Dunklin County, Missouri",522,244
1500000US290693603001,290693603001,"Block Group 1, Census Tract 3603, Dunklin County, Missouri",491,163
1500000US290693603002,290693603002,"Block Group 2, Census Tract 3603, Dunklin County, Missouri",443,65
1500000US290693603003,290693603003,"Block Group 3, Census Tract 3603, Dunklin County, Missouri",676,99
1500000US290693603004,290693603004,"Block Group 4, Census Tract 3603, Dunklin County, Missouri",578,72
1500000US290693603005,290693603005,"Block Group 5, Census Tract 3603, Dunklin County, Missouri",576,43
1500000US290693604001,290693604001,"Block Group 1, Census Tract 3604, Dunklin County, Missouri",484,39
1500000US290693604002,290693604002,"Block Group 2, Census Tract 3604, Dunklin County, Missouri",488,45
1500000US290693604003,290693604003,"Block Group 3, Census Tract 3604, Dunklin County, Missouri",800,220
1500000US290693605001,290693605001,"Block Group 1, Census Tract 3605, Dunklin County, Missouri",803,264
1500000US290693605002,290693605002,"Block Group 2, Census Tract 3605, Dunklin County, Missouri",632,188
1500000US290693605003,290693605003,"Block Group 3, Census Tract 3605, Dunklin County, Missouri",388,253
1500000US290693606001,290693606001,"Block Group 1, Census Tract 3606, Dunklin County, Missouri",702,391
1500000US290693606002,290693606002,"Block Group 2, Census Tract 3606, Dunklin County, Missouri",336,51
1500000US290693606003,290693606003,"Block Group 3, Census Tract 3606, Dunklin County, Missouri",602,129
1500000US290693606004,290693606004,"Block Group 4, Census Tract 3606, Dunklin County, Missouri",862,200
1500000US290693607001,290693607001,"Block Group 1, Census Tract 3607, Dunklin County, Missouri",-,**
1500000US290693607002,290693607002,"Block Group 2, Census Tract 3607, Dunklin County, Missouri",681,48
1500000US290693607003,290693607003,"Block Group 3, Census Tract 3607, Dunklin County, Missouri",736,37
1500000US290693607004,290693607004,"Block Group 4, Census Tract 3607, Dunklin County, Missouri",597,67
1500000US290693608001,290693608001,"Block Group 1, Census Tract 3608, Dunklin County, Missouri",589,43
1500000US290693608002,290693608002,"Block Group 2, Census Tract 3608, Dunklin County, Missouri",613,149
1500000US290693609001,290693609001,"Block Group 1, Census Tract 3609, Dunklin County, Missouri",-,**
1500000US290693609002,290693609002,"Block Group 2, Census Tract 3609, Dunklin County, Missouri",794,157
1500000US290693609003,290693609003,"Block Group 3, Census Tract 3609, Dunklin County, Missouri",439,130
1500000US290693610001,290693610001,"Block Group 1, Census Tract 3610, Dunklin County, Missouri",593,238
1500000US290693610002,290693610002,"Block Group 2, Census Tract 3610, Dunklin County, Missouri",587,149
1500000US290693610003,290693610003,"Block Group 3, Census Tract 3610, Dunklin County, Missouri",569,100
1500000US290718001001,290718001001,"Block Group 1, Census Tract 8001, Franklin County, Missouri",-,**
1500000US290718001002,290718001002,"Block Group 2, Census Tract 8001, Franklin County, Missouri",1328,357
1500000US290718001003,290718001003,"Block Group 3, Census Tract 8001, Franklin County, Missouri",1048,530
1500000US290718001004,290718001004,"Block Group 4, Census Tract 8001, Franklin County, Missouri",-,**
1500000US290718002011,290718002011,"Block Group 1, Census Tract 8002.01, Franklin County, Missouri",767,264
1500000US290718002012,290718002012,"Block Group 2, Census Tract 8002.01, Franklin County, Missouri",1017,503
1500000US290718002013,290718002013,"Block Group 3, Census Tract 8002.01, Franklin County, Missouri",882,272
1500000US290718002014,290718002014,"Block Group 4, Census Tract 8002.01, Franklin County, Missouri",753,205
